WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR;H_CON_NBI_POR_NUMBER;NBI
"MULTIPOLYGON (((-58.3613960520226 -34.6050597187108,-58.3612789606035 -34.6053918872289,-58.3614931401998 -34.6054887587818,-58.3615771530787 -34.6055330554229,-58.361657317954 -34.6055899549179,-58.3617337199428 -34.6056595277698,-58.361798519313 -34.6057448662079,-58.3618443287375 -34.6058270902091,-58.361874714149 -34.6059155692839,-58.3618937791052 -34.605997700736,-58.3619471425697 -34.606102044426,-58.3620157830028 -34.6061810476535,-58.3621035839308 -34.6062633061961,-58.3621760726947 -34.6063297064071,-58.3622715740002 -34.6063834489963,-58.3623670943194 -34.6064214867235,-58.362489274506 -34.6064594758499,-58.3626382961821 -34.6064880499031,-58.36278724797 -34.606503947195,-58.3629401291428 -34.6065104105515,-58.3631390162222 -34.6065234431014,-58.3629708219999 -34.6080993693633,-58.3641345825585 -34.608168206015,-58.3638666239204 -34.6105999415102,-58.363735545654 -34.6116339204562,-58.363728293706 -34.6116973350467,-58.3636245853797 -34.6118242597683,-58.363675023471 -34.6119018869944,-58.3636751752123 -34.611902120533,-58.3636974150354 -34.611967352188,-58.3646521963877 -34.6120452386771,-58.3647047477642 -34.6120495064024,-58.3650077889919 -34.6120760884079,-58.3655926178985 -34.6120940207163,-58.365956456503 -34.6121395930829,-58.3659815784781 -34.6121450357307,-58.3660731245714 -34.6121649681371,-58.3661952018105 -34.6122270388142,-58.3663254540262 -34.6123650340389,-58.3664326947206 -34.612219197985,-58.3666091099328 -34.6121401088677,-58.36683960982 -34.6121391633939,-58.3671273247267 -34.6121612208881,-58.367259152179 -34.6109984653789,-58.3675501423758 -34.6084449380983,-58.3677246250643 -34.6069133278502,-58.3679211414675 -34.6051742616164,-58.3673490010819 -34.6051407037594,-58.3672878004846 -34.6051334258891,-58.3672160788132 -34.6051507218505,-58.3671057918147 -34.6052475178686,-58.3670288351346 -34.6052546875788,-58.3669542469024 -34.605252594145,-58.3669501379131 -34.6052546258467,-58.3669221417363 -34.6052676179238,-58.3669046036446 -34.6053109843227,-58.3668696054827 -34.6053297549122,-58.3668241442461 -34.6053224891703,-58.3668008692195 -34.6053093067786,-58.366743766331 -34.605263139756,-58.3667123440125 -34.6052139508504,-58.3666389232824 -34.605187864968,-58.3663802043931 -34.6051549556421,-58.3655677420817 -34.6051483254279,-58.3655360606063 -34.6051456944727,-58.3653409469768 -34.6051295524338,-58.3648768818272 -34.6050910812567,-58.3648421922254 -34.6050248346809,-58.3647988424714 -34.6049721544449,-58.3647352256481 -34.6049266368489,-58.3646484504873 -34.6048858865625,-58.364531685486 -34.6048641054814,-58.3635901655788 -34.6048053140177,-58.363379292511 -34.6047921843211,-58.3622798187203 -34.6046997317009,-58.3615360785252 -34.6046371431964,-58.3613960520226 -34.6050597187108)))";;"14";1_13_4;COMUNA 1;"13";"4";"725";"449";"276";"162,68%";"641";"640";"99,84%";"1";"0,16%";"136";"1";"0.74";"135";"99,26%";"0.74";0.740
"MULTIPOLYGON (((-58.3645407532191 -34.6120335629948,-58.3645036345337 -34.6123975462647,-58.3639973524885 -34.6123607364079,-58.3636793499204 -34.6123539320124,-58.3633917839758 -34.6149030533988,-58.3630384739873 -34.6148771305783,-58.3628880712605 -34.6162031811347,-58.3621016700434 -34.6161477172009,-58.3619437845843 -34.6175005521869,-58.3628795295343 -34.6175745602185,-58.3631444164426 -34.6178238698738,-58.3638980784838 -34.6178808930082,-58.3641020818789 -34.6178963402824,-58.3649335091992 -34.6179630680713,-58.3657426649405 -34.6180635060661,-58.3664514379967 -34.6181201256173,-58.3665922341315 -34.6168789960268,-58.3667344888308 -34.6156251202362,-58.3668550364472 -34.614577149764,-58.3669896232806 -34.6133918611665,-58.3671273247267 -34.6121612208881,-58.36683960982 -34.6121391633939,-58.3666091099328 -34.6121401088677,-58.3664326947206 -34.612219197985,-58.3663254540262 -34.6123650340389,-58.3661952018105 -34.6122270388142,-58.3660731245714 -34.6121649681371,-58.3659815784781 -34.6121450357307,-58.365956456503 -34.6121395930829,-58.3655926178985 -34.6120940207163,-58.3650077889919 -34.6120760884079,-58.3647047477642 -34.6120495064024,-58.3646521963877 -34.6120452386771,-58.3645407532191 -34.6120335629948)))";;"15";1_13_13;COMUNA 1;"13";"13";"358";"226";"132";"171,21%";"266";"262";"98,50%";"4";"1,53%";"104";"2";"1.92";"102";"98,08%";"1.92";1.920
"MULTIPOLYGON (((-58.3621970108778 -34.6134811795181,-58.3613438159604 -34.6134209645194,-58.3612002032032 -34.6147473710554,-58.3620561371928 -34.6148078005925,-58.3622386695877 -34.6148206979679,-58.3630384739873 -34.6148771305783,-58.3633917839758 -34.6149030533988,-58.3636793499204 -34.6123539320124,-58.3639973524885 -34.6123607364079,-58.3645036345337 -34.6123975462647,-58.3645407532191 -34.6120335629948,-58.3636974150354 -34.611967352188,-58.3636751752123 -34.611902120533,-58.363675023471 -34.6119018869944,-58.3636245853797 -34.6118242597683,-58.3635377584894 -34.6117763001856,-58.3634219847465 -34.6117163447138,-58.3625880569518 -34.6116567175067,-58.3625495563087 -34.6116539802889,-58.3625409563571 -34.6116533688704,-58.3624181371402 -34.611644605697,-58.3623442042643 -34.6117125050898,-58.3622928164588 -34.6118033111381,-58.3622850242326 -34.6119079563642,-58.36232715339 -34.6120079241903,-58.3623369810958 -34.6121229363945,-58.3621970108778 -34.6134811795181)))";;"16";1_13_9;COMUNA 1;"13";"9";"426";"211";"215";"98,14%";"252";"251";"99,60%";"1";"0,40%";"157";"2";"1.27";"155";"98,73%";"1.27";1.270
"MULTIPOLYGON (((-58.3609068046287 -34.6174184610884,-58.3610565004671 -34.6160739179046,-58.3612002032032 -34.6147473710554,-58.3613438159604 -34.6134209645194,-58.3621970108778 -34.6134811795181,-58.3623369810958 -34.6121229363945,-58.36232715339 -34.6120079241903,-58.3622850242326 -34.6119079563642,-58.3622928164588 -34.6118033111381,-58.3623442042643 -34.6117125050898,-58.3624181371402 -34.611644605697,-58.3618024233687 -34.6116005049374,-58.3595275498966 -34.6114378219771,-58.3591310645826 -34.6114845299863,-58.3592349235092 -34.6111901004915,-58.3588097777272 -34.6111330470297,-58.3588175452044 -34.6111884781701,-58.3588062654351 -34.6112857960045,-58.358776674096 -34.6113814080382,-58.3587312462584 -34.6114713725637,-58.3586790272925 -34.6115425982147,-58.3586245177812 -34.6116062864071,-58.3585700863321 -34.6116756086458,-58.3585177982841 -34.6117337351053,-58.3584747097108 -34.6117917989761,-58.3584319569556 -34.6118537364962,-58.3568448683684 -34.6163564730001,-58.3567211646212 -34.6169026252416,-58.357670111306 -34.6171192504535,-58.3578150406018 -34.6171328392468,-58.3580771647541 -34.6171622825111,-58.35983953884 -34.6173280122896,-58.3602422513715 -34.617365887698,-58.3608990569339 -34.6174178477998,-58.3609068046287 -34.6174184610884)))";;"17";1_13_10;COMUNA 1;"13";"10";"614";"312";"302";"103,31%";"641";"641";"100,00%";"0";"0,00%";"235";"5";"2.13";"230";"97,87%";"2.13";2.130
"MULTIPOLYGON (((-58.3609068046287 -34.6174184610884,-58.3617379736598 -34.6174842514906,-58.361932945957 -34.6174996949175,-58.3619437845843 -34.6175005521869,-58.3621016700434 -34.6161477172009,-58.3620737740494 -34.6161457496355,-58.3618914091498 -34.616132852152,-58.3610565004671 -34.6160739179046,-58.3609068046287 -34.6174184610884)))";;"18";1_13_11;COMUNA 1;"13";"11";"292";"146";"146";"100,00%";"382";"382";"100,00%";"0";"0,00%";"142";"1";"0.7";"141";"99,30%";"0.7";0.700
"MULTIPOLYGON (((-58.3733794744309 -34.6113898037284,-58.3746465265295 -34.6114691078819,-58.3747868094977 -34.6114770966557,-58.3762052194114 -34.6115658601288,-58.3762152436038 -34.611263391537,-58.3762638705418 -34.610451847356,-58.3763328659576 -34.6092998121196,-58.3763574816782 -34.6088890399216,-58.3763677252597 -34.6087029136163,-58.3763993259978 -34.6081266472976,-58.376203091214 -34.6081150994686,-58.3749815748096 -34.6080338723194,-58.3749168452045 -34.6080296002581,-58.3741102812204 -34.6079759871749,-58.3735708970457 -34.6079405226344,-58.3735152807714 -34.6079368903127,-58.3735179240342 -34.6080139373186,-58.3735105978974 -34.6081741490926,-58.3735073507239 -34.6083432374076,-58.3735040176063 -34.608513029906,-58.373501405733 -34.6086455680463,-58.373495817148 -34.608933180084,-58.3734987815488 -34.6090285378388,-58.3735007587736 -34.6090912176239,-58.3735137751361 -34.6095042703383,-58.3734485874544 -34.6102454467533,-58.3721814828499 -34.6101542282804,-58.3720532124599 -34.6101463158618,-58.3720472262129 -34.6102465263121,-58.3719880708007 -34.6113026472649,-58.3733794744309 -34.6113898037284)))";;"19";1_14_1;COMUNA 1;"14";"1";"622";"325";"297";"109,43%";"538";"530";"98,51%";"8";"1,51%";"247";"74";"29.96";"173";"70,04%";"29.96";29.960
"MULTIPOLYGON (((-58.3731836743749 -34.6148548545532,-58.3730018185348 -34.614844861476,-58.3719239345271 -34.6148202605477,-58.3717873918256 -34.6148145248703,-58.3715605590055 -34.6148049186701,-58.370911906381 -34.6147879529087,-58.3706554207893 -34.6147866328659,-58.3705647544111 -34.6158942796606,-58.3706899583873 -34.6159098676583,-58.3717170369033 -34.6159795840544,-58.3717140906037 -34.6160254285446,-58.3729908378018 -34.6160251768477,-58.3731275539996 -34.6160299253558,-58.3731777715214 -34.6149576707697,-58.3731836743749 -34.6148548545532)))";;"20";1_14_10;COMUNA 1;"14";"10";"431";"207";"224";"92,41%";"341";"341";"100,00%";"0";"0,00%";"220";"3";"1.36";"217";"98,64%";"1.36";1.360
"MULTIPOLYGON (((-58.3745762623799 -34.6149264343025,-58.3733965351914 -34.6148665602599,-58.3731836743749 -34.6148548545532,-58.3731777715214 -34.6149576707697,-58.3731275539996 -34.6160299253558,-58.3732675070753 -34.6160348169336,-58.3743374645162 -34.6160787671387,-58.3745333791936 -34.6160882754112,-58.3745420042038 -34.6159875034396,-58.3745684583205 -34.6150565741257,-58.3745762623799 -34.6149264343025)))";;"21";1_14_11;COMUNA 1;"14";"11";"522";"254";"268";"94,78%";"412";"412";"100,00%";"0";"0,00%";"253";"31";"12.25";"222";"87,75%";"12.25";12.250
"MULTIPOLYGON (((-58.3760364858747 -34.6150005815229,-58.3745762623799 -34.6149264343025,-58.3745684583205 -34.6150565741257,-58.3745420042038 -34.6159875034396,-58.3745333791936 -34.6160882754112,-58.3747057840759 -34.6160967100387,-58.3752514396762 -34.6161324557527,-58.3758580411228 -34.616213244013,-58.375976099996 -34.6162202296472,-58.376032657651 -34.6150776942147,-58.3760364858747 -34.6150005815229)))";;"22";1_14_12;COMUNA 1;"14";"12";"511";"241";"270";"89,26%";"309";"307";"99,35%";"2";"0,65%";"217";"43";"19.82";"174";"80,18%";"19.82";19.820
"MULTIPOLYGON (((-58.3693658778097 -34.6065238757988,-58.3692508180986 -34.6065895647965,-58.3692202138962 -34.6067370008298,-58.3690821472615 -34.606767174167,-58.368828936543 -34.6068254468133,-58.3683805472332 -34.6069157006283,-58.3681551318853 -34.6069644387104,-58.368012847948 -34.6069224254328,-58.3677246250643 -34.6069133278502,-58.3675501423758 -34.6084449380983,-58.367259152179 -34.6109984653789,-58.3671273247267 -34.6121612208881,-58.3673766276816 -34.6121794447445,-58.367365050852 -34.6122471846062,-58.3679543643049 -34.6122930678472,-58.3683873000663 -34.6123268551955,-58.3683923219428 -34.6122548846665,-58.3688756799169 -34.6122929347515,-58.3691736242276 -34.6123090795816,-58.3693589664771 -34.6123190810318,-58.3695810194769 -34.6123310821274,-58.3697781159874 -34.6123417961624,-58.3705269763086 -34.612386732015,-58.3708106099717 -34.6124037071358,-58.3712177484221 -34.6124276759248,-58.3719223200698 -34.6124690487427,-58.3719338637511 -34.6122718671599,-58.3719880708007 -34.6113026472649,-58.3720472262129 -34.6102465263121,-58.3720532124599 -34.6101463158618,-58.3721814828499 -34.6101542282803,-58.3734485874544 -34.6102454467533,-58.3735137751361 -34.6095042703383,-58.3735007587736 -34.6090912176239,-58.3734987815488 -34.6090285378388,-58.3734958171479 -34.608933180084,-58.373501405733 -34.6086455680463,-58.3735040176063 -34.608513029906,-58.3735073507239 -34.6083432374075,-58.3735105978974 -34.6081741490926,-58.3735179240342 -34.6080139373185,-58.3731847364087 -34.6079929179132,-58.3721779351043 -34.6079293558925,-58.3709177655179 -34.6078389041119,-58.3709272883214 -34.60769946955,-58.3708238998349 -34.6075851742064,-58.3707576868857 -34.6075092242001,-58.3706240431428 -34.6073898739428,-58.3705822670259 -34.6073639186097,-58.3703036812934 -34.6071908112497,-58.3701942580999 -34.6067904624654,-58.3701924554836 -34.6067716916192,-58.369846280498 -34.6065527749091,-58.3698461651104 -34.606552765321,-58.3698462813962 -34.6065519680694,-58.3698444435866 -34.606552622271,-58.3696631849498 -34.6065297869318,-58.3694388120307 -34.6065019589293,-58.3693658778097 -34.6065238757988)))";;"23";1_14_2;COMUNA 1;"14";"2";"1096";"627";"469";"133,69%";"382";"378";"98,95%";"4";"1,06%";"226";"74";"32.74";"152";"67,26%";"32.74";32.740
"MULTIPOLYGON (((-58.3733794744309 -34.6113898037284,-58.3719880708007 -34.6113026472649,-58.3719338637511 -34.6122718671599,-58.3719223200698 -34.6124690487427,-58.3721781873866 -34.6124840985446,-58.3733161297407 -34.6125547287918,-58.3733261106951 -34.6123819834291,-58.3733794744309 -34.6113898037284)))";;"24";1_14_3;COMUNA 1;"14";"3";"383";"185";"198";"93,43%";"345";"345";"100,00%";"0";"0,00%";"196";"48";"24.49";"148";"75,51%";"24.49";24.490
"MULTIPOLYGON (((-58.3747868094977 -34.6114770966557,-58.3746465265295 -34.6114691078819,-58.3733794744309 -34.6113898037284,-58.3733261106951 -34.6123819834291,-58.3733161297407 -34.6125547287918,-58.3735995935183 -34.6125723311303,-58.3747140197093 -34.6126511004704,-58.3747241628673 -34.61248335529,-58.3747868094977 -34.6114770966557)))";;"25";1_14_4;COMUNA 1;"14";"4";"70";"28";"42";"66,67%";"148";"148";"100,00%";"0";"0,00%";"39";"0";"0";"39";"100,00%";"0";0.000
"MULTIPOLYGON (((-58.3747140197093 -34.6126511004704,-58.3746430252896 -34.6138169360044,-58.3746375631642 -34.6139074986708,-58.3745762623799 -34.6149264343025,-58.3760364858747 -34.6150005815229,-58.3760865997313 -34.6139914967204,-58.376091372247 -34.6139072717537,-58.3761569680258 -34.6127530516836,-58.3762052194114 -34.6115658601288,-58.3747868094977 -34.6114770966557,-58.3747241628673 -34.61248335529,-58.3747140197093 -34.6126511004704)))";;"26";1_14_5;COMUNA 1;"14";"5";"484";"253";"231";"109,52%";"290";"289";"99,66%";"1";"0,35%";"226";"123";"54.42";"103";"45,58%";"54.42";54.420
"MULTIPOLYGON (((-58.3732487782458 -34.6137209887365,-58.3731836743749 -34.6148548545532,-58.3733965351914 -34.6148665602599,-58.3745762623799 -34.6149264343025,-58.3746375631642 -34.6139074986708,-58.3746430252896 -34.6138169360044,-58.3747140197093 -34.6126511004704,-58.3735995935183 -34.6125723311303,-58.3733161297407 -34.6125547287918,-58.3732557222168 -34.6136003557217,-58.3732487782458 -34.6137209887365)))";;"27";1_14_6;COMUNA 1;"14";"6";"698";"344";"354";"97,18%";"424";"423";"99,76%";"1";"0,24%";"293";"81";"27.65";"212";"72,35%";"27.65";27.650
"MULTIPOLYGON (((-58.3673766276816 -34.6121794447445,-58.3671273247267 -34.6121612208881,-58.3669896232806 -34.6133918611666,-58.3678203283624 -34.6134570193755,-58.3688333083288 -34.6135363973158,-58.3690545089546 -34.6135517086912,-58.36927681695 -34.6135670909387,-58.3695158194489 -34.6135836123343,-58.3696560184005 -34.6135932971444,-58.3704769376913 -34.6135759620735,-58.370675665047 -34.6135782248861,-58.3707375916115 -34.6135789758318,-58.3709203049137 -34.6135810853236,-58.3711227736541 -34.6135894067765,-58.3717193624596 -34.6136139385024,-58.371854879241 -34.6136212932675,-58.3719984027037 -34.6136290763853,-58.3730366077383 -34.6137037901259,-58.3732487782458 -34.6137209887365,-58.3732557222168 -34.6136003557217,-58.3733161297407 -34.6125547287918,-58.3721781873866 -34.6124840985446,-58.3719223200698 -34.6124690487427,-58.3712177484221 -34.6124276759248,-58.3708106099717 -34.6124037071358,-58.3705269763086 -34.612386732015,-58.3697781159874 -34.6123417961624,-58.3695810194769 -34.6123310821274,-58.3693589664772 -34.6123190810318,-58.3691736242276 -34.6123090795816,-58.3688756799169 -34.6122929347515,-58.3683923219428 -34.6122548846665,-58.3683873000663 -34.6123268551955,-58.3679543643049 -34.6122930678472,-58.367365050852 -34.6122471846062,-58.3673766276816 -34.6121794447445)))";;"28";1_14_7;COMUNA 1;"14";"7";"476";"232";"244";"95,08%";"365";"363";"99,45%";"2";"0,55%";"215";"1";"0.47";"214";"99,53%";"0.47";0.470
"MULTIPOLYGON (((-58.3667344888308 -34.6156251202362,-58.3675681179198 -34.6156852822815,-58.3685796838063 -34.6157582525421,-58.3688141594966 -34.6157776578076,-58.3691413504142 -34.615792911134,-58.3694917835464 -34.6158188065605,-58.3702471383182 -34.6158610804652,-58.3703467973212 -34.615867212501,-58.3705647544111 -34.6158942796606,-58.3706554207893 -34.6147866328659,-58.3707375916115 -34.6135789758318,-58.370675665047 -34.6135782248861,-58.3704769376913 -34.6135759620735,-58.3696560184005 -34.6135932971444,-58.3695158194489 -34.6135836123343,-58.36927681695 -34.6135670909387,-58.3690545089546 -34.6135517086912,-58.3688333083288 -34.6135363973158,-58.3678203283624 -34.6134570193755,-58.3669896232806 -34.6133918611666,-58.3668550364472 -34.614577149764,-58.3667344888308 -34.6156251202362)))";;"29";1_14_8;COMUNA 1;"14";"8";"411";"229";"182";"125,82%";"374";"374";"100,00%";"0";"0,00%";"196";"111";"56.63";"85";"43,37%";"56.63";56.630
"MULTIPOLYGON (((-58.3732487782458 -34.6137209887365,-58.3730366077383 -34.6137037901259,-58.3719984027037 -34.6136290763853,-58.371854879241 -34.6136212932675,-58.3717193624596 -34.6136139385024,-58.3711227736541 -34.6135894067765,-58.3709203049137 -34.6135810853236,-58.3707375916115 -34.6135789758318,-58.3706554207893 -34.6147866328659,-58.370911906381 -34.6147879529087,-58.3715605590055 -34.6148049186701,-58.3717873918256 -34.6148145248703,-58.3719239345271 -34.6148202605477,-58.3730018185348 -34.614844861476,-58.3731836743749 -34.6148548545532,-58.3732487782458 -34.6137209887365)))";;"30";1_14_9;COMUNA 1;"14";"9";"521";"246";"275";"89,45%";"354";"354";"100,00%";"0";"0,00%";"246";"15";"6.1";"231";"93,90%";"6.1";6.100
"MULTIPOLYGON (((-58.3819705734415 -34.6084581488728,-58.3817924837813 -34.6084424669561,-58.3813431177582 -34.6084146319211,-58.3808871085967 -34.6083864386512,-58.3807129318885 -34.6083763917917,-58.3804914787329 -34.6083697636686,-58.3793554537479 -34.6083065962842,-58.3792171355015 -34.6082978394312,-58.3778090820198 -34.6082113013519,-58.3777811391934 -34.6088017260277,-58.3777526748538 -34.6094020097904,-58.3790507882529 -34.6094839659862,-58.3791605744214 -34.6094921400938,-58.3791557664681 -34.6096150990239,-58.3791277791239 -34.6105139857398,-58.3791205032673 -34.6106345485043,-58.3792831852506 -34.6106446602034,-58.380370769885 -34.6107130774638,-58.3805934108056 -34.6107308337709,-58.3812251355926 -34.6107813999339,-58.3818611197739 -34.6108323177737,-58.3819031714294 -34.6098929453402,-58.3819131745843 -34.6096785779669,-58.3819293554434 -34.60932984358,-58.3819404912035 -34.6090892083699,-58.3819705734415 -34.6084581488728)))";;"31";1_15_1;COMUNA 1;"15";"1";"697";"345";"352";"98,01%";"434";"420";"96,77%";"14";"3,33%";"170";"36";"21.18";"134";"78,82%";"21.18";21.180
